route_id,period,frequency,buses_assigned
292A,midday,1,5
292A,PM_peak,1,5
292A,evening,1,5
292B,early_morning,1,4
292B,AM_peak,1,4
292B,midday,1,4
292B,PM_peak,1,4
292B,evening,1,4
292C,early_morning,1,4
292C,AM_peak,1,4
292C,midday,1,4
292C,PM_peak,1,4
292C,evening,1,4
292,early_morning,1,4
292,AM_peak,1,4
292,midday,1,4
292,PM_peak,1,4
292,evening,1,4
292D,early_morning,1,4
292D,AM_peak,1,4
292D,midday,1,4
292D,PM_peak,1,4
292D,evening,1,4
293A,early_morning,1,4
293A,AM_peak,1,4
293A,midday,1,4
293A,PM_peak,1,4
293A,evening,1,4
293D,early_morning,1,3
293D,AM_peak,1,3
293D,midday,1,3
293D,PM_peak,1,3
293D,evening,1,3
294,early_morning,2,3
294,AM_peak,2,3
294,midday,2,3
294,PM_peak,2,3
294,evening,2,3
295A,early_morning,3,2
295A,AM_peak,3,2
295A,midday,3,2
295A,PM_peak,3,2
295A,evening,3,2
295B,early_morning,2,4
295B,AM_peak,1,2
295B,midday,2,4
295B,PM_peak,1,2
295B,evening,2,4
295,early_morning,2,5
295,AM_peak,3,7
295,midday,2,5
295,PM_peak,3,7
295,evening,2,5
296A,early_morning,3,2
296A,AM_peak,3,2
296A,midday,3,2
296A,PM_peak,3,2
296A,evening,3,2
296,early_morning,2,4
296,AM_peak,1,2
296,midday,2,4
296,PM_peak,1,2
296,evening,2,4
297,early_morning,2,3
297,AM_peak,2,3
297,midday,2,3
297,PM_peak,2,3
297,evening,2,3
298,early_morning,1,4
298,AM_peak,1,4
298,midday,1,4
298,PM_peak,1,4
298,evening,1,4
299,early_morning,1,4
299,AM_peak,1,4
299,midday,1,4
299,PM_peak,1,4
299,evening,1,4
29A,early_morning,1,4
29A,AM_peak,1,4
29A,midday,1,4
29A,PM_peak,1,4
29A,evening,1,4
29,early_morning,3,5
29,AM_peak,3,5
29,midday,3,5
29,PM_peak,3,5
29,evening,3,5
2A,early_morning,2,3
2A,AM_peak,2,3
2A,midday,2,3
2A,PM_peak,2,3
2A,evening,2,3
2B,early_morning,2,4
2B,AM_peak,1,2
2B,midday,2,4
2B,PM_peak,1,2
2B,evening,2,4
2,early_morning,3,4
2,AM_peak,2,3
2,midday,2,3
2,PM_peak,2,3
2,evening,2,3
2D,early_morning,4,2
2D,AM_peak,2,1
2D,midday,4,2
2D,PM_peak,2,1
2D,evening,4,2
2E,early_morning,2,3
2E,AM_peak,1,2
2E,midday,2,3
2E,PM_peak,2,3
2E,evening,2,3
2F,early_morning,2,2
2F,AM_peak,2,2
2F,midday,2,2
2F,PM_peak,2,2
2F,evening,2,2
2G,early_morning,2,3
2G,AM_peak,2,3
2G,midday,2,3
2G,PM_peak,2,3
2G,evening,2,3
2H,early_morning,2,4
2H,AM_peak,1,2
2H,midday,2,4
2H,PM_peak,1,2
2H,evening,2,4
2I,early_morning,2,4
2I,AM_peak,1,2
2I,midday,2,4
2I,PM_peak,1,2
2I,evening,2,4
2J,early_morning,4,2
2J,AM_peak,2,1
2J,midday,4,2
2J,PM_peak,2,1
2J,evening,4,2
2K,early_morning,2,4
2K,AM_peak,1,2
2K,midday,2,4
2K,PM_peak,1,2
2K,evening,2,4
2L,early_morning,4,2
2L,AM_peak,2,1
2L,midday,4,2
2L,PM_peak,2,1
2L,evening,4,2
2-NGT,early_morning,2,3
2-NGT,AM_peak,2,3
2-NGT,midday,3,4
2-NGT,PM_peak,2,3
2-NGT,evening,3,4
301,early_morning,2,5
301,AM_peak,1,3
301,midday,2,5
301,PM_peak,1,3
301,evening,2,5
302A,early_morning,1,3
302A,AM_peak,1,3
302A,midday,2,5
302A,PM_peak,1,3
302A,evening,1,3
302B,early_morning,1,3
302B,AM_peak,1,3
302B,midday,1,3
302B,PM_peak,1,3
302B,evening,1,3
302C,early_morning,3,2
302C,AM_peak,3,2
302C,midday,3,2
302C,PM_peak,3,2
302C,evening,3,2
302,early_morning,2,3
302,AM_peak,2,3
302,midday,3,4
302,PM_peak,2,3
302,evening,3,4
302D,early_morning,2,2
302D,AM_peak,2,2
302D,midday,2,2
302D,PM_peak,2,2
302D,evening,2,2
303A,early_morning,3,4
303A,AM_peak,2,3
303A,midday,2,3
303A,PM_peak,2,3
303A,evening,3,4
303,early_morning,2,2
303,AM_peak,2,2
303,midday,2,2
303,PM_peak,2,2
303,evening,2,2
304A,early_morning,3,2
304A,AM_peak,3,2
304A,midday,3,2
304A,PM_peak,3,2
304A,evening,3,2
304,early_morning,3,5
304,AM_peak,2,4
304,midday,3,5
304,PM_peak,2,4
304,evening,3,5
305A,early_morning,1,3
305A,AM_peak,1,3
305A,midday,1,3
305A,PM_peak,1,3
305A,evening,1,3
305B,early_morning,1,4
305B,AM_peak,1,4
305B,midday,1,4
305B,PM_peak,1,4
305B,evening,1,4
305,early_morning,1,3
305,AM_peak,1,3
305,midday,1,3
305,PM_peak,1,3
305,evening,1,3
306,early_morning,2,4
306,AM_peak,1,2
306,midday,2,4
306,PM_peak,1,2
306,evening,2,4
307A,early_morning,3,2
307A,AM_peak,3,2
307A,midday,3,2
307A,PM_peak,3,2
307A,evening,3,2
307,early_morning,3,2
307,AM_peak,3,2
307,midday,3,2
307,PM_peak,3,2
307,evening,3,2
308,early_morning,2,2
308,AM_peak,2,2
308,midday,2,2
308,PM_peak,2,2
308,evening,2,2
309,early_morning,2,5
309,AM_peak,2,5
309,midday,2,5
309,PM_peak,2,5
309,evening,2,5
30A,early_morning,1,4
30A,AM_peak,1,4
30A,midday,1,4
30A,PM_peak,1,4
30A,evening,1,4
30,early_morning,1,4
30,AM_peak,1,4
30,midday,1,4
30,PM_peak,1,4
30,evening,1,4
310A,early_morning,2,3
310A,AM_peak,2,3
310A,midday,2,3
310A,PM_peak,2,3
310A,evening,2,3
310,early_morning,1,4
310,AM_peak,3,10
310,midday,1,4
310,PM_peak,3,10
310,evening,1,4
311,early_morning,1,3
311,AM_peak,3,9
311,midday,1,3
311,PM_peak,3,9
311,evening,1,3
312,early_morning,1,3
312,AM_peak,3,9
312,midday,1,3
312,PM_peak,3,9
312,evening,1,3
313A,early_morning,2,5
313A,AM_peak,1,3
313A,midday,2,5
313A,PM_peak,1,3
313A,evening,2,5
313B,early_morning,1,3
313B,AM_peak,1,3
313B,midday,2,6
313B,PM_peak,1,3
313B,evening,2,6
313C,early_morning,1,4
313C,AM_peak,1,4
313C,midday,1,4
313C,PM_peak,1,4
313C,evening,1,4
313,early_morning,1,3
313,AM_peak,1,3
313,midday,1,3
313,PM_peak,1,3
313,evening,1,3
313D,early_morning,1,3
313D,AM_peak,1,3
313D,midday,1,3
313D,PM_peak,1,3
313D,evening,1,3
314,early_morning,2,3
314,AM_peak,2,3
314,midday,2,3
314,PM_peak,2,3
314,evening,2,3
315A,early_morning,2,6
315A,AM_peak,3,9
315A,midday,1,3
315A,PM_peak,3,9
315A,evening,2,6
315,early_morning,2,5
315,AM_peak,3,8
315,midday,2,5
315,PM_peak,3,8
315,evening,2,5
315D,early_morning,2,3
315D,AM_peak,2,3
315D,midday,2,3
315D,PM_peak,2,3
315D,evening,2,3
316,early_morning,2,4
316,AM_peak,1,2
316,midday,2,4
316,PM_peak,1,2
316,evening,2,4
317A,early_morning,2,4
317A,AM_peak,1,2
317A,midday,2,4
317A,PM_peak,1,2
317A,evening,2,4
317B,early_morning,2,3
317B,AM_peak,3,4
317B,midday,2,3
317B,PM_peak,3,4
317B,evening,2,3
317,early_morning,1,3
317,AM_peak,3,9
317,midday,1,3
317,PM_peak,3,9
317,evening,1,3
318A,early_morning,1,4
318A,AM_peak,3,10
318A,midday,2,7
318A,PM_peak,3,10
318A,evening,1,4
318,early_morning,1,4
318,AM_peak,3,10
318,midday,1,4
318,PM_peak,3,10
318,evening,1,4
319,early_morning,1,5
319,AM_peak,1,5
319,midday,1,5
319,PM_peak,1,5
319,evening,1,5
31A,early_morning,2,3
31A,AM_peak,3,5
31A,midday,2,3
31A,PM_peak,3,5
31A,evening,2,3
31,early_morning,2,3
31,AM_peak,3,5
31,midday,2,3
31,PM_peak,3,5
31,evening,2,3
320,early_morning,1,4
320,AM_peak,1,4
320,midday,1,4
320,PM_peak,1,4
320,evening,1,4
321A,early_morning,1,3
321A,AM_peak,1,3
321A,midday,1,3
321A,PM_peak,1,3
321A,evening,1,3
321,early_morning,1,3
321,AM_peak,1,3
321,midday,1,3
321,PM_peak,1,3
321,evening,1,3
322A,early_morning,1,4
322A,AM_peak,1,4
322A,midday,1,4
322A,PM_peak,1,4
322A,evening,1,4
322K,early_morning,1,3
322K,AM_peak,1,3
322K,midday,1,3
322K,PM_peak,1,3
322K,evening,1,3
323A,early_morning,1,4
323A,AM_peak,1,4
323A,midday,1,4
323A,PM_peak,1,4
323A,evening,1,4
323B,early_morning,2,3
323B,AM_peak,2,3
323B,midday,2,3
323B,PM_peak,2,3
323B,evening,2,3
323C,early_morning,2,2
323C,AM_peak,2,2
323C,midday,2,2
323C,PM_peak,2,2
323C,evening,2,2
323,early_morning,1,3
323,AM_peak,1,3
323,midday,1,3
323,PM_peak,1,3
323,evening,1,3
324,early_morning,1,4
324,AM_peak,1,4
324,midday,1,4
324,PM_peak,1,4
324,evening,1,4
325A,early_morning,4,2
325A,AM_peak,2,1
325A,midday,4,2
325A,PM_peak,2,1
325A,evening,4,2
325,early_morning,2,5
325,AM_peak,3,7
325,midday,2,5
325,PM_peak,3,7
325,evening,2,5
326A,early_morning,2,3
326A,AM_peak,2,3
326A,midday,2,3
326A,PM_peak,2,3
326A,evening,2,3
326B,early_morning,2,2
326B,AM_peak,2,2
326B,midday,2,2
326B,PM_peak,2,2
326B,evening,2,2
326,early_morning,2,3
326,AM_peak,2,3
326,midday,2,3
326,PM_peak,2,3
326,evening,2,3
327A,early_morning,2,6
327A,AM_peak,1,3
327A,midday,1,3
327A,PM_peak,1,3
327A,evening,2,6
327B,early_morning,1,4
327B,AM_peak,1,4
327B,midday,1,4
327B,PM_peak,1,4
327B,evening,1,4
327C,early_morning,2,4
327C,AM_peak,1,2
327C,midday,2,4
327C,PM_peak,1,2
327C,evening,2,4
327,early_morning,1,5
327,AM_peak,1,5
327,midday,1,5
327,PM_peak,1,5
327,evening,1,5
328A,early_morning,4,2
328A,AM_peak,2,1
328A,midday,4,2
328A,PM_peak,2,1
328A,evening,4,2
329A,early_morning,1,5
329A,AM_peak,3,13
329A,midday,1,5
329A,PM_peak,3,13
329A,evening,1,5
329,early_morning,1,5
329,AM_peak,3,13
329,midday,1,5
329,PM_peak,3,13
329,evening,1,5
32,early_morning,1,5
32,AM_peak,1,5
32,midday,1,5
32,PM_peak,1,5
32,evening,1,5
331A,early_morning,2,4
331A,AM_peak,2,4
331A,midday,2,4
331A,PM_peak,2,4
331A,evening,2,4
331B,early_morning,2,6
331B,AM_peak,1,3
331B,midday,2,6
331B,PM_peak,1,3
331B,evening,2,6
331C,early_morning,3,4
331C,AM_peak,2,3
331C,midday,3,4
331C,PM_peak,2,3
331C,evening,3,4
331,early_morning,1,3
331,AM_peak,1,3
331,midday,1,3
331,PM_peak,1,3
331,evening,1,3
331D,early_morning,2,4
331D,AM_peak,1,2
331D,midday,2,4
331D,PM_peak,1,2
331D,evening,2,4
332A,early_morning,2,4
332A,AM_peak,1,2
332A,midday,2,4
332A,PM_peak,1,2
332A,evening,2,4
332,early_morning,1,4
332,AM_peak,3,10
332,midday,1,4
332,PM_peak,3,10
332,evening,1,4
333,early_morning,1,4
333,AM_peak,3,10
333,midday,1,4
333,PM_peak,3,10
333,evening,1,4
334,early_morning,2,2
334,AM_peak,2,2
334,midday,2,2
334,PM_peak,2,2
334,evening,2,2
335A,early_morning,2,3
335A,AM_peak,2,3
335A,midday,2,3
335A,PM_peak,2,3
335A,evening,2,3
335B,early_morning,2,3
335B,AM_peak,2,3
335B,midday,2,3
335B,PM_peak,2,3
335B,evening,3,4
336,early_morning,1,4
336,AM_peak,1,4
336,midday,1,4
336,PM_peak,1,4
336,evening,1,4
337,early_morning,1,5
337,AM_peak,1,5
337,midday,1,5
337,PM_peak,1,5
337,evening,1,5
339B,early_morning,2,6
339B,AM_peak,3,9
339B,midday,1,3
339B,PM_peak,3,9
339B,evening,1,3
339,early_morning,1,5
339,AM_peak,1,5
339,midday,1,5
339,PM_peak,1,5
339,evening,1,5
33A,early_morning,2,3
33A,AM_peak,2,3
33A,midday,2,3
33A,PM_peak,1,2
33A,evening,2,3
33,early_morning,3,4
33,AM_peak,2,3
33,midday,2,3
33,PM_peak,2,3
33,evening,3,4
341,early_morning,1,3
341,AM_peak,1,3
341,midday,1,3
341,PM_peak,1,3
341,evening,1,3
344A,early_morning,2,4
344A,AM_peak,1,2
344A,midday,2,4
344A,PM_peak,1,2
344A,evening,2,4
344B,early_morning,2,4
344B,AM_peak,1,2
344B,midday,2,4
344B,PM_peak,1,2
344B,evening,2,4
344,early_morning,1,4
344,AM_peak,1,4
344,midday,1,4
344,PM_peak,1,4
344,evening,1,4
345,early_morning,1,3
345,AM_peak,3,8
345,midday,1,3
345,PM_peak,3,8
345,evening,1,3
347A,early_morning,2,5
347A,AM_peak,1,3
347A,midday,2,5
347A,PM_peak,1,3
347A,evening,2,5
347,early_morning,2,8
347,AM_peak,1,4
347,midday,1,4
347,PM_peak,1,4
347,evening,1,4
348,early_morning,1,4
348,AM_peak,3,10
348,midday,1,4
348,PM_peak,3,10
348,evening,1,4
350A,early_morning,2,5
350A,AM_peak,1,3
350A,midday,2,5
350A,PM_peak,1,3
350A,evening,2,5
350B,early_morning,2,3
350B,AM_peak,2,3
350B,midday,2,3
350B,PM_peak,2,3
350B,evening,2,3
350,early_morning,2,3
350,AM_peak,2,3
350,midday,2,3
350,PM_peak,2,3
350,evening,2,3
351A,early_morning,1,3
351A,AM_peak,1,3
351A,midday,1,3
351A,PM_peak,1,3
351A,evening,1,3
351,early_morning,1,4
351,AM_peak,1,4
351,midday,1,4
351,PM_peak,1,4
351,evening,1,4
354A,early_morning,2,7
354A,AM_peak,1,4
354A,midday,2,7
354A,PM_peak,1,4
354A,evening,2,7
354,early_morning,1,4
354,AM_peak,1,4
354,midday,1,4
354,PM_peak,1,4
354,evening,1,4
355,early_morning,2,4
355,AM_peak,1,2
355,midday,2,4
355,PM_peak,1,2
355,evening,2,4
357,early_morning,1,6
357,AM_peak,3,17
357,midday,1,6
357,PM_peak,3,17
357,evening,1,6
358,early_morning,2,7
358,AM_peak,1,4
358,midday,2,7
358,PM_peak,1,4
358,evening,2,7
360,early_morning,1,5
360,AM_peak,1,5
360,midday,1,5
360,PM_peak,1,5
360,evening,1,5
361,early_morning,2,3
361,AM_peak,2,3
361,midday,2,3
361,PM_peak,2,3
361,evening,2,3
362A,early_morning,2,5
362A,AM_peak,1,3
362A,midday,2,5
362A,PM_peak,1,3
362A,evening,2,5
362B,early_morning,4,3
362B,AM_peak,2,2
362B,midday,4,3
362B,PM_peak,2,2
362B,evening,4,3
362,early_morning,2,4
362,AM_peak,1,2
362,midday,2,4
362,PM_peak,1,2
362,evening,2,4
363A,early_morning,2,3
363A,AM_peak,2,3
363A,midday,2,3
363A,PM_peak,2,3
363A,evening,2,3
363,early_morning,2,3
363,AM_peak,2,3
363,midday,2,3
363,PM_peak,2,3
363,evening,2,3
366A,early_morning,1,4
366A,AM_peak,1,4
366A,midday,1,4
366A,PM_peak,1,4
366A,evening,1,4
366B,early_morning,1,3
366B,AM_peak,3,7
366B,midday,2,5
366B,PM_peak,3,7
366B,evening,1,3
366C,early_morning,1,4
366C,AM_peak,1,4
366C,midday,1,4
366C,PM_peak,1,4
366C,evening,1,4
366,early_morning,1,3
366,AM_peak,3,9
366,midday,1,3
366,PM_peak,3,9
366,evening,1,3
367A,early_morning,2,5
367A,AM_peak,1,3
367A,midday,2,5
367A,PM_peak,1,3
367A,evening,2,5
367B,early_morning,2,3
367B,AM_peak,2,3
367B,midday,2,3
367B,PM_peak,2,3
367B,evening,2,3
367C,early_morning,2,5
367C,AM_peak,1,3
367C,midday,2,5
367C,PM_peak,1,3
367C,evening,2,5
367,early_morning,2,3
367,AM_peak,2,3
367,midday,2,3
367,PM_peak,2,3
367,evening,2,3
36,early_morning,2,5
36,AM_peak,1,3
36,midday,2,5
36,PM_peak,1,3
36,evening,2,5
370-R,early_morning,2,4
370-R,AM_peak,1,2
370-R,midday,2,4
370-R,PM_peak,1,2
370-R,evening,2,4
372,early_morning,1,3
372,AM_peak,1,3
372,midday,1,3
372,PM_peak,1,3
372,evening,1,3
373,early_morning,3,4
373,AM_peak,2,3
373,midday,3,4
373,PM_peak,2,3
373,evening,3,4
376A,early_morning,1,4
376A,AM_peak,1,4
376A,midday,1,4
376A,PM_peak,1,4
376A,evening,1,4
376B,early_morning,1,5
376B,AM_peak,1,5
376B,midday,1,5
376B,PM_peak,1,5
376B,evening,1,5
376,early_morning,2,8
376,AM_peak,1,4
376,midday,2,8
376,PM_peak,1,4
376,evening,2,8
376D,early_morning,3,4
376D,AM_peak,2,3
376D,midday,2,3
376D,PM_peak,2,3
376D,evening,3,4
376E,early_morning,1,3
376E,AM_peak,1,3
376E,midday,1,3
376E,PM_peak,1,3
376E,evening,1,3
376F,early_morning,1,3
376F,AM_peak,1,3
376F,midday,1,3
376F,PM_peak,1,3
376F,evening,1,3
376G,early_morning,1,4
376G,AM_peak,1,4
376G,midday,1,4
376G,PM_peak,1,4
376G,evening,1,4
376H,early_morning,1,3
376H,AM_peak,1,3
376H,midday,1,3
376H,PM_peak,1,3
376H,evening,1,3
376K,early_morning,1,5
376K,AM_peak,1,5
376K,midday,1,5
376K,PM_peak,1,5
376K,evening,1,5
37,early_morning,2,2
37,AM_peak,2,2
37,midday,2,2
37,PM_peak,1,1
37,evening,2,2
38,early_morning,2,3
38,AM_peak,1,2
38,midday,2,3
38,PM_peak,2,3
38,evening,2,3
39,early_morning,2,3
39,AM_peak,3,5
39,midday,2,3
39,PM_peak,3,5
39,evening,2,3
3,early_morning,2,3
3,AM_peak,3,4
3,midday,2,3
3,PM_peak,3,4
3,evening,2,3
40,early_morning,2,2
40,AM_peak,2,2
40,midday,2,2
40,PM_peak,2,2
40,evening,2,2
41,early_morning,2,5
41,AM_peak,1,3
41,midday,2,5
41,PM_peak,1,3
41,evening,2,5
42,early_morning,1,4
42,AM_peak,1,4
42,midday,2,7
42,PM_peak,1,4
42,evening,1,4
43A,early_morning,1,5
43A,AM_peak,1,5
43A,midday,1,5
43A,PM_peak,1,5
43A,evening,1,5
43,early_morning,1,5
43,AM_peak,1,5
43,midday,1,5
43,PM_peak,1,5
43,evening,1,5
46,early_morning,1,4
46,AM_peak,1,4
46,midday,1,4
46,PM_peak,1,4
46,evening,1,4
47A,early_morning,2,3
47A,AM_peak,2,3
47A,midday,2,3
47A,PM_peak,2,3
47A,evening,2,3
47,early_morning,2,5
47,AM_peak,1,3
47,midday,2,5
47,PM_peak,1,3
47,evening,2,5
48,early_morning,2,4
48,AM_peak,3,6
48,midday,2,4
48,PM_peak,3,6
48,evening,2,4
49,early_morning,1,4
49,AM_peak,3,10
49,midday,1,4
49,PM_peak,3,10
49,evening,1,4
50B,early_morning,1,3
50B,AM_peak,1,3
50B,midday,1,3
50B,PM_peak,1,3
50B,evening,1,3
50,early_morning,1,3
50,AM_peak,1,3
50,midday,1,3
50,PM_peak,1,3
50,evening,1,3
51A,early_morning,2,4
51A,AM_peak,1,2
51A,midday,2,4
51A,PM_peak,1,2
51A,evening,2,4
51,early_morning,2,4
51,AM_peak,1,2
51,midday,2,4
51,PM_peak,1,2
51,evening,2,4
52A,early_morning,1,4
52A,AM_peak,1,4
52A,midday,1,4
52A,PM_peak,1,4
52A,evening,1,4
52B,early_morning,1,4
52B,AM_peak,1,4
52B,midday,1,4
52B,PM_peak,1,4
52B,evening,1,4
52,early_morning,1,3
52,AM_peak,1,3
52,midday,1,3
52,PM_peak,1,3
52,evening,1,3
53B,early_morning,4,2
53B,AM_peak,2,1
53B,midday,4,2
53B,PM_peak,2,1
53B,evening,4,2
53,early_morning,2,4
53,AM_peak,1,2
53,midday,2,4
53,PM_peak,1,2
53,evening,2,4
54A,early_morning,2,3
54A,AM_peak,2,3
54A,midday,2,3
54A,PM_peak,2,3
54A,evening,2,3
54B,early_morning,4,3
54B,AM_peak,2,2
54B,midday,4,3
54B,PM_peak,2,2
54B,evening,2,2
54,early_morning,2,4
54,AM_peak,1,2
54,midday,2,4
54,PM_peak,1,2
54,evening,2,4
55,early_morning,2,2
55,AM_peak,2,2
55,midday,2,2
55,PM_peak,2,2
55,evening,2,2
56,early_morning,2,3
56,AM_peak,2,3
56,midday,2,3
56,PM_peak,2,3
56,evening,2,3
57A,early_morning,2,3
57A,AM_peak,3,4
57A,midday,2,3
57A,PM_peak,3,4
57A,evening,2,3
57,early_morning,2,4
57,AM_peak,3,5
57,midday,1,2
57,PM_peak,3,5
57,evening,1,2
58A,early_morning,2,2
58A,AM_peak,2,2
58A,midday,2,2
58A,PM_peak,2,2
58A,evening,2,2
58,early_morning,2,2
58,AM_peak,2,2
58,midday,2,2
58,PM_peak,2,2
58,evening,2,2
58P,early_morning,2,2
58P,AM_peak,2,2
58P,midday,2,2
58P,PM_peak,2,2
58P,evening,2,2
59,early_morning,2,2
59,AM_peak,2,2
59,midday,2,2
59,PM_peak,2,2
59,evening,2,2
5A,early_morning,2,3
5A,AM_peak,2,3
5A,midday,2,3
5A,PM_peak,2,3
5A,evening,2,3
5,early_morning,2,2
5,AM_peak,3,3
5,midday,2,2
5,PM_peak,3,3
5,evening,2,2
60A,early_morning,2,3
60A,AM_peak,2,3
60A,midday,2,3
60A,PM_peak,2,3
60A,evening,2,3
60,early_morning,2,3
60,AM_peak,2,3
60,midday,2,3
60,PM_peak,2,3
60,evening,2,3
61,early_morning,1,4
61,AM_peak,1,4
61,midday,1,4
61,PM_peak,1,4
61,evening,1,4
62A,early_morning,2,3
62A,AM_peak,2,3
62A,midday,2,3
62A,PM_peak,2,3
62A,evening,2,3
62,early_morning,2,4
62,AM_peak,3,6
62,midday,2,4
62,PM_peak,3,6
62,evening,2,4
63,early_morning,2,4
63,AM_peak,3,5
63,midday,2,4
63,PM_peak,3,5
63,evening,2,4
64A,early_morning,2,3
64A,AM_peak,2,3
64A,midday,2,3
64A,PM_peak,1,2
64A,evening,2,3
64B,early_morning,2,4
64B,AM_peak,1,2
64B,midday,2,4
64B,PM_peak,1,2
64B,evening,2,4
64C,early_morning,2,2
64C,AM_peak,2,2
64C,midday,2,2
64C,PM_peak,2,2
64C,evening,2,2
64,early_morning,2,5
64,AM_peak,1,3
64,midday,2,5
64,PM_peak,1,3
64,evening,2,5
65A,early_morning,4,2
65A,AM_peak,2,1
65A,midday,4,2
65A,PM_peak,2,1
65A,evening,4,2
65,early_morning,2,5
65,AM_peak,1,3
65,midday,2,5
65,PM_peak,1,3
65,evening,2,5
66A,early_morning,2,2
66A,AM_peak,2,2
66A,midday,2,2
66A,PM_peak,2,2
66A,evening,2,2
66,early_morning,1,4
66,AM_peak,1,4
66,midday,1,4
66,PM_peak,1,4
66,evening,1,4
67,early_morning,1,3
67,AM_peak,1,3
67,midday,2,5
67,PM_peak,1,3
67,evening,1,3
68A,early_morning,2,4
68A,AM_peak,1,2
68A,midday,2,4
68A,PM_peak,1,2
68A,evening,2,4
68B,early_morning,2,4
68B,AM_peak,1,2
68B,midday,2,4
68B,PM_peak,1,2
68B,evening,2,4
68S,early_morning,2,4
68S,AM_peak,1,2
68S,midday,2,4
68S,PM_peak,1,2
68S,evening,2,4
69,early_morning,1,4
69,AM_peak,1,4
69,midday,1,4
69,PM_peak,1,4
69,evening,1,4
70A,early_morning,1,4
70A,AM_peak,1,4
70A,midday,1,4
70A,PM_peak,1,4
70A,evening,1,4
70B,early_morning,2,6
70B,AM_peak,1,3
70B,midday,2,6
70B,PM_peak,1,3
70B,evening,1,3
70C,early_morning,1,4
70C,AM_peak,1,4
70C,midday,1,4
70C,PM_peak,1,4
70C,evening,1,4
70,early_morning,1,5
70,AM_peak,1,5
70,midday,1,5
70,PM_peak,1,5
70,evening,1,5
71,early_morning,2,4
71,AM_peak,1,2
71,midday,2,4
71,PM_peak,1,2
71,evening,2,4
72A,early_morning,2,2
72A,AM_peak,2,2
72A,midday,2,2
72A,PM_peak,2,2
72A,evening,2,2
72,early_morning,1,3
72,AM_peak,3,8
72,midday,1,3
72,PM_peak,3,8
72,evening,1,3
73,early_morning,2,5
73,AM_peak,1,3
73,midday,2,5
73,PM_peak,1,3
73,evening,2,5
75,early_morning,2,4
75,AM_peak,1,2
75,midday,2,4
75,PM_peak,1,2
75,evening,2,4
76,early_morning,3,5
76,AM_peak,2,4
76,midday,3,5
76,PM_peak,2,4
76,evening,3,5
77-R,early_morning,1,4
77-R,AM_peak,1,4
77-R,midday,1,4
77-R,PM_peak,1,4
77-R,evening,1,4
78A,early_morning,2,4
78A,AM_peak,1,2
78A,midday,2,4
78A,PM_peak,1,2
78A,evening,2,4
78,early_morning,2,5
78,AM_peak,3,8
78,midday,2,5
78,PM_peak,3,8
78,evening,2,5
79B,early_morning,2,4
79B,AM_peak,1,2
79B,midday,2,4
79B,PM_peak,1,2
79B,evening,2,4
79C,early_morning,2,2
79C,AM_peak,2,2
79C,midday,2,2
79C,PM_peak,2,2
79C,evening,2,2
79,early_morning,1,4
79,AM_peak,1,4
79,midday,1,4
79,PM_peak,1,4
79,evening,1,4
79D,early_morning,2,3
79D,AM_peak,2,3
79D,midday,2,3
79D,PM_peak,1,2
79D,evening,2,3
7A,early_morning,1,3
7A,AM_peak,1,3
7A,midday,1,3
7A,PM_peak,1,3
7A,evening,1,3
7B,early_morning,2,3
7B,AM_peak,2,3
7B,midday,2,3
7B,PM_peak,2,3
7B,evening,2,3
7,early_morning,1,4
7,AM_peak,1,4
7,midday,1,4
7,PM_peak,1,4
7,evening,1,4
80A,early_morning,2,3
80A,AM_peak,2,3
80A,midday,2,3
80A,PM_peak,2,3
80A,evening,2,3
80B,early_morning,2,3
80B,AM_peak,2,3
80B,midday,2,3
80B,PM_peak,2,3
80B,evening,2,3
80,early_morning,2,4
80,AM_peak,1,2
80,midday,2,4
80,PM_peak,1,2
80,evening,2,4
81,early_morning,3,5
81,AM_peak,3,5
81,midday,3,5
81,PM_peak,3,5
81,evening,2,4
82A,early_morning,2,3
82A,AM_peak,2,3
82A,midday,2,3
82A,PM_peak,2,3
82A,evening,2,3
82B,early_morning,3,4
82B,AM_peak,3,4
82B,midday,3,4
82B,PM_peak,3,4
82B,evening,3,4
82C,early_morning,3,2
82C,AM_peak,3,2
82C,midday,3,2
82C,PM_peak,3,2
82C,evening,3,2
82D,early_morning,1,4
82D,AM_peak,1,4
82D,midday,1,4
82D,PM_peak,1,4
82D,evening,1,4
82E,early_morning,2,5
82E,AM_peak,1,3
82E,midday,2,5
82E,PM_peak,1,3
82E,evening,2,5
82-R,early_morning,1,4
82-R,AM_peak,1,4
82-R,midday,1,4
82-R,PM_peak,1,4
82-R,evening,1,4
84A,early_morning,1,5
84A,AM_peak,1,5
84A,midday,1,5
84A,PM_peak,1,5
84A,evening,1,5
84B,early_morning,1,3
84B,AM_peak,1,3
84B,midday,1,3
84B,PM_peak,1,3
84B,evening,1,3
84C,early_morning,1,5
84C,AM_peak,1,5
84C,midday,1,5
84C,PM_peak,1,5
84C,evening,1,5
84,early_morning,1,4
84,AM_peak,1,4
84,midday,1,4
84,PM_peak,1,4
84,evening,1,4
85A,early_morning,2,4
85A,AM_peak,1,2
85A,midday,2,4
85A,PM_peak,1,2
85A,evening,2,4
85,early_morning,2,5
85,AM_peak,1,3
85,midday,1,3
85,PM_peak,1,3
85,evening,1,3
86-R,early_morning,2,5
86-R,AM_peak,1,3
86-R,midday,2,5
