method,regret_mean,regret_std,n_seeds,regret_se,prediction_rmse,prediction_mae,prediction_mape,prediction_r2
nn_mse,21.89204186019988,19.506330943171452,20,4.3617481980538955,337.5198771322986,8.04393678248005,27.0786623860394,-182.99414154112654
nn_spo,3.565408827738247,3.523055386614677,20,0.787779133296722,25.751561148019924,7.315187444137774,61.844699902805374,-1.9422782897377597
xgb_mse,1.7326339773618202,0.030489336726193,20,0.006817622950864844,10.981930463881213,5.247308587023419,16.970559674043177,0.8947080778000396
xgb_weighted,1.6557767369246903,0.08584859845072765,20,0.019196330190891016,12.524064778117687,8.206084675279829,126.03223142653731,0.8630424389507295
oracle,0.0,0.0,20,0.0,0.0,0.0,0.0,1.0
